Res_Time_GQL,Res_Time_Rest,Cpu_usage_Rest,Ram_Usage_Rest
272,198,0,184
86,174,0,184
81,173,0,184
87,171,0,185
79,168,0,185
81,177,0,185
80,170,0,186
86,185,16000,186
78,184,0,186
82,181,0,187
