Res_Time_GQL,Res_Time_Rest,Cpu_usage_Rest,Ram_Usage_Rest
80,175,15000,40
78,170,0,39
80,171,16000,40
81,295,0,40
122,167,0,39
79,169,0,40
79,170,0,40
77,170,16000,40
80,168,0,40
80,168,0,40
84,167,0,40
78,177,0,40
92,170,0,40
90,170,32000,40
83,165,15000,40
85,170,0,40
76,176,0,41
79,175,0,40
76,167,0,40
75,170,16000,41
76,176,31000,40
83,168,0,40
75,168,0,41
74,169,15000,40
79,185,0,40
76,168,0,41
76,168,0,40
75,173,0,40
78,170,0,41
76,168,0,40
77,169,16000,41
76,167,0,41
78,182,0,41
76,171,0,41
102,170,0,41
78,170,0,41
78,176,0,41
75,214,0,40
77,173,0,41
74,175,0,41
80,168,0,41
76,214,16000,41
78,180,31000,41
76,168,0,41
80,185,0,41
75,166,0,41
76,167,0,41
76,170,0,41
81,170,15000,41
76,166,0,41
84,167,0,41
83,169,0,41
75,168,0,41
76,172,0,41
77,222,0,41
74,169,0,41
78,167,0,41
76,167,0,42
77,170,0,41
76,169,0,41
77,172,0,42
74,173,16000,41
76,166,32000,42
76,174,0,41
78,171,0,41
77,166,0,42
76,171,0,41
75,172,0,42
79,165,0,42
75,170,0,42
79,175,0,42
75,167,0,42
78,171,16000,42
73,198,15000,42
77,165,0,42
74,171,15000,42
78,168,0,42
76,170,16000,42
78,177,0,42
76,168,0,42
77,169,0,42
87,168,0,42
92,166,0,42
84,171,0,42
77,168,0,42
76,168,16000,42
79,168,0,42
76,184,0,42
78,177,0,42
75,171,0,43
82,178,0,35
74,169,0,35
78,175,16000,35
74,169,0,36
78,167,0,35
77,171,0,35
77,169,0,35
90,172,0,35
77,171,0,35
76,205,0,36
77,169,0,35
75,168,0,35
77,176,0,36
76,166,0,35
77,169,0,35
77,172,16000,36
79,169,0,35
75,171,0,35
77,415,0,36
74,173,0,35
76,170,0,35
77,181,0,36
77,204,0,36
74,185,0,35
80,175,0,36
76,171,0,36
78,175,0,36
75,171,31000,36
85,172,0,36
75,173,0,36
77,180,0,36
73,169,16000,36
80,170,16000,36
77,169,0,36
81,172,0,36
75,173,0,36
77,172,0,36
75,167,31000,36
76,172,0,36
74,169,0,36
77,169,0,36
97,170,0,36
77,172,0,36
76,171,16000,36
79,168,15000,36
76,175,32000,36
78,181,0,37
75,171,0,36
78,170,0,36
76,172,0,37
76,169,15000,36
80,169,0,37
78,170,0,37
75,171,0,36
78,178,0,37
74,169,0,36
78,188,32000,37
73,170,15000,37
77,170,15000,36
75,169,16000,37
89,172,0,37
83,170,0,36
76,169,15000,37
77,171,0,37
76,169,16000,37
85,172,0,37
77,168,16000,37
76,169,0,37
78,173,32000,37
74,173,0,37
77,168,0,37
81,173,0,37
119,171,0,37
77,170,0,37
77,171,0,37
74,194,0,37
80,165,0,37
77,171,0,37
77,213,16000,37
76,174,15000,37
76,170,0,38
74,168,16000,37
75,168,0,37
84,204,16000,38
82,169,16000,37
76,170,16000,37
77,177,16000,38
75,171,0,37
78,173,0,37
76,176,0,37
77,169,15000,37
76,168,0,38
81,217,0,37
78,170,16000,38
80,170,0,38
77,169,15000,37
76,170,16000,38
80,178,0,38
78,179,0,38
75,176,0,38
79,167,15000,38
75,171,15000,38
77,174,0,38
86,169,32000,38
77,171,63000,38
81,171,31000,38
83,168,0,38
75,170,0,38
77,169,0,38
77,201,0,38
78,175,0,38
76,168,0,38
76,182,16000,38
75,175,0,38
77,171,0,38
74,169,0,38
78,174,0,38
82,189,15000,38
77,167,16000,38
77,173,0,38
79,172,0,39
83,167,0,39
79,169,0,38
85,172,0,39
76,172,0,38
86,184,0,39
77,199,0,39
75,183,0,38
76,186,0,39
83,170,0,39
79,170,16000,39
74,167,0,39
82,174,16000,39
91,170,0,39
78,199,0,39
77,168,0,39
78,180,31000,39
92,195,15000,39
81,167,0,39
75,172,0,39
78,169,0,39
80,171,0,39
77,173,0,39
76,167,0,39
82,170,0,39
76,169,0,40
77,168,0,39
75,174,0,39
78,166,16000,40
76,168,16000,39
78,172,0,40
76,170,0,39
79,169,0,39
74,168,31000,40
77,168,0,39
76,171,0,40
78,167,31000,40
75,170,0,39
76,170,0,40
77,170,0,40
77,169,0,39
90,170,0,40
80,168,0,40
86,168,0,39
79,169,15000,40
89,168,0,40
79,171,0,40
74,189,0,40
78,169,0,39
75,165,0,40
89,169,0,40
78,167,0,40
77,167,16000,40
77,170,0,40
78,170,0,40
74,166,0,40
79,172,0,40
78,173,0,40
78,168,16000,40
74,173,0,41
77,169,0,40
75,168,0,40
85,169,0,40
75,169,0,40
78,168,16000,40
76,171,0,41
79,182,63000,40
77,172,15000,40
80,170,0,41
83,196,0,40
78,175,0,40
76,169,0,41
78,176,0,40
75,170,0,41
76,171,0,40
79,173,0,40
79,171,16000,41
79,179,0,40
77,171,0,41
77,216,0,41
80,176,0,40
84,171,0,41
77,192,15000,41
78,171,0,41
78,167,0,41
81,167,0,41
78,170,0,41
75,169,16000,41
81,171,0,41
76,183,0,41
77,172,16000,41
76,166,16000,41
77,171,0,42
78,169,16000,41
77,168,0,41
78,186,0,42
78,209,0,41
151,173,0,41
77,168,0,41
75,167,0,41
79,187,0,41
75,169,0,41
77,167,0,41
77,166,0,42
79,169,0,41
76,194,0,41
79,173,0,42
74,169,0,41
80,171,15000,42
75,170,15000,42
79,167,0,41
75,168,0,42
79,169,0,42
77,167,0,42
78,168,0,42
76,169,0,42
78,167,0,42
76,168,0,42
79,171,0,42
75,166,0,42
81,166,0,42
78,185,0,42
79,173,0,42
77,176,31000,42
77,176,0,42
76,167,0,42
78,167,16000,42
76,169,0,42
77,168,0,42
78,173,0,35
77,172,0,35
76,168,0,35
78,168,0,36
78,169,0,35
77,169,16000,35
78,168,0,36
78,170,0,35
75,168,0,35
78,167,0,35
79,169,0,35
79,168,0,36
76,169,0,35
78,171,32000,35
77,169,0,36
80,168,16000,35
76,177,0,35
79,180,0,36
76,171,0,35
78,174,16000,36
75,173,0,36
79,175,15000,35
77,168,0,36
81,166,0,35
77,165,0,35
78,167,0,36
77,167,0,36
77,197,0,35
76,172,0,36
78,171,15000,36
77,171,0,36
77,179,0,36
77,168,0,35
76,167,0,36
77,165,0,36
77,169,0,36
77,168,0,36
79,167,0,36
77,167,0,36
77,167,0,36
76,170,0,36
79,167,0,36
78,168,16000,36
80,169,0,36
85,168,47000,36
79,164,0,36
87,170,0,36
78,168,0,36
80,185,0,36
92,168,0,37
77,173,0,36
76,170,0,36
79,170,0,37
79,165,0,36
77,167,0,37
78,170,0,37
78,176,0,37
105,169,0,37
76,168,0,37
77,167,16000,37
79,167,0,37
78,172,15000,37
77,168,0,37
77,168,0,37
77,167,0,36
77,170,0,37
77,165,0,37
78,168,0,37
78,169,15000,37
83,183,0,37
78,178,0,37
80,170,0,37
79,165,0,37
77,171,0,37
76,168,0,37
77,166,0,37
77,177,16000,37
77,168,0,37
91,178,0,37
78,170,0,37
77,170,0,38
77,415,16000,37
78,167,0,37
78,170,0,38
78,165,0,38
77,170,0,37
79,167,0,38
78,166,0,38
75,175,0,37
82,168,0,38
77,167,0,38
77,169,0,37
79,168,16000,38
79,168,0,38
78,182,0,38
79,168,0,38
79,175,15000,37
77,168,0,38
77,169,0,38
78,167,0,38
75,170,0,38
79,169,16000,38
90,172,0,38
78,170,0,38
78,168,0,38
78,167,0,38
79,179,0,38
82,170,0,38
77,169,0,38
79,171,0,38
76,170,0,38
78,169,0,38
76,169,0,38
80,168,0,39
88,169,0,38
78,169,0,38
74,168,31000,39
77,168,16000,38
81,170,0,38
81,169,16000,39
76,170,0,38
81,172,16000,39
78,173,0,38
78,170,0,38
102,186,0,39
76,230,0,39
82,171,32000,38
78,172,0,39
77,167,0,38
79,168,16000,39
77,172,0,39
77,168,0,39
77,171,0,39
78,171,0,39
77,169,15000,39
78,168,16000,39
77,173,0,39
77,164,0,39
79,167,0,39
76,167,0,39
75,179,0,39
77,171,15000,39
158,209,16000,39
77,166,31000,39
77,168,0,39
89,170,0,40
83,183,0,39
76,168,0,39
138,171,0,40
80,168,0,39
83,170,15000,39
78,166,0,39
78,166,0,39
78,181,0,40
78,173,0,40
82,170,16000,39
80,173,0,40
78,171,15000,40
75,169,0,39
83,169,0,40
76,167,16000,40
77,165,15000,40
77,167,0,40
78,170,0,40
77,183,0,40
77,167,16000,40
82,164,0,40
79,168,0,40
78,165,0,40
78,167,0,40
83,169,0,40
80,167,0,40
76,293,0,40
80,166,0,40
79,173,16000,40
79,165,0,40
77,169,0,40
79,166,16000,40
82,166,0,40
104,168,15000,40
77,167,16000,40
80,166,0,40
84,170,16000,40
78,170,0,40
79,167,15000,40
102,168,0,40
77,170,0,40
78,166,0,41
79,175,15000,40
78,166,0,41
101,169,0,41
78,169,0,40
76,169,15000,41
78,168,0,41
79,167,0,40
80,167,0,41
78,172,16000,41
78,168,0,41
76,168,15000,41
78,169,0,41
79,169,0,41
79,167,0,41
78,167,0,41
77,171,0,41
79,171,0,41
81,188,0,41
77,171,16000,41
82,170,0,41
75,179,0,41
84,176,0,41
78,171,15000,41
80,173,0,41
76,169,0,41
78,172,16000,41
77,168,0,42
79,181,15000,41
76,167,0,41
78,169,0,42
77,166,0,41
78,196,0,41
80,183,0,42
79,167,0,41
80,169,0,42
85,168,0,41
114,169,0,41
93,165,15000,42
78,197,0,41
79,167,0,42
81,165,0,42
80,167,15000,41
77,168,16000,42
77,175,0,42
78,168,0,41
76,170,16000,42
77,167,0,42
76,170,16000,42
79,166,16000,42
78,167,0,42
80,167,15000,42
79,168,0,42
78,167,0,42
76,171,0,42
91,168,0,42
77,165,0,42
79,168,0,42
81,166,0,42
80,164,0,42
87,168,0,42
78,168,0,42
77,169,0,42
82,180,0,42
77,180,0,43
78,184,0,42
91,168,0,42
76,208,16000,43
76,207,0,35
82,174,0,35
78,178,0,35
78,205,0,35
83,180,0,35
78,180,0,36
80,172,16000,36
78,172,0,35
77,171,15000,36
86,172,16000,36
78,185,0,35
84,183,0,36
78,165,0,36
78,170,0,35
76,169,16000,36
77,165,0,36
117,170,0,35
79,167,0,36
79,174,16000,35
78,171,16000,35
79,168,15000,35
80,166,0,33
80,169,16000,34
79,171,15000,34
78,166,16000,34
78,169,16000,34
78,177,31000,34
78,164,0,34
79,170,0,34
77,172,0,34
77,171,0,34
77,171,0,34
78,170,16000,34
79,165,15000,34
76,169,0,34
79,168,0,34
77,165,0,34
78,170,0,34
75,168,16000,34
77,165,0,34
77,194,0,35
79,196,0,34
80,177,16000,35
80,172,0,34
90,168,31000,34
82,165,0,35
81,166,0,34
78,167,31000,35
78,167,0,35
81,220,15000,34
78,166,0,35
79,182,0,35
79,166,0,34
80,166,0,35
77,166,0,34
78,168,0,35
75,167,32000,35
77,166,0,35
80,171,0,35
81,170,15000,35
76,168,16000,35
79,173,0,35
85,165,0,35
78,166,0,35
79,172,15000,35
80,167,0,35
78,165,0,35
81,168,0,35
76,168,31000,35
83,168,0,35
77,167,0,35
78,166,0,35
81,179,0,35
82,183,15000,36
79,167,0,35
81,167,16000,35
78,175,0,36
78,225,0,35
75,170,0,35
79,170,0,36
77,169,16000,35
78,169,0,36
78,166,0,36
78,171,0,35
77,165,0,36
80,167,0,36
78,167,0,35
79,166,0,36
78,167,0,36
78,169,0,36
75,169,0,36
79,168,0,36
77,168,15000,36
80,169,32000,36
79,169,0,37
96,168,0,36
77,167,31000,36
100,169,15000,37
77,168,32000,36
79,166,0,36
78,165,0,37
82,181,16000,36
76,166,31000,36
79,165,0,37
86,172,0,36
80,167,15000,36
77,167,16000,37
77,167,16000,36
319,170,0,36
81,164,15000,37
79,167,16000,36
79,188,0,37
79,166,0,37
88,167,0,36
79,169,0,37
77,170,0,37
77,171,0,37
78,174,0,37
75,210,0,37
78,173,0,37
78,170,0,37
78,167,0,37
84,170,0,37
80,167,0,37
78,169,15000,37
80,166,0,37
78,166,0,37
78,172,0,37
79,171,16000,38
79,169,0,37
84,168,0,37
81,173,0,38
77,172,16000,37
80,167,16000,37
76,173,15000,38
78,164,0,37
76,168,0,37
78,167,0,38
80,170,0,37
79,176,16000,38
76,169,0,38
79,171,0,37
78,169,0,38
76,170,0,38
78,173,0,37
78,174,16000,38
153,167,0,38
82,170,0,37
77,169,16000,38
79,167,0,38
77,168,15000,38
78,172,0,38
77,164,15000,38
79,172,0,38
109,167,0,38
79,167,15000,38
78,173,0,38
80,167,0,38
76,166,0,39
81,168,16000,38
76,182,0,38
77,165,0,39
78,209,16000,38
79,178,0,38
78,166,0,39
109,169,0,38
80,168,0,38
77,166,0,39
78,168,0,38
84,167,0,38
91,168,0,39
88,167,0,38
105,167,0,38
80,168,0,39
80,170,0,38
77,168,0,39
79,170,0,39
81,172,0,38
75,202,0,39
79,180,0,39
78,169,0,38
79,169,0,39
81,170,15000,38
79,170,0,39
76,167,0,39
79,168,0,39
78,167,0,39
78,185,0,39
78,167,0,39
78,169,0,39
85,170,0,39
79,164,0,39
78,168,0,39
78,166,0,39
78,167,0,39
89,169,0,39
76,168,0,39
80,177,16000,39
78,173,0,39
81,170,0,40
78,172,0,39
78,168,16000,39
77,166,0,39
78,212,16000,39
86,190,15000,40
81,170,0,39
77,167,0,40
132,169,0,40
78,166,0,39
81,166,0,40
82,168,0,40
81,167,0,39
79,166,0,40
79,170,0,40
78,166,32000,39
78,167,0,40
78,166,0,40
77,166,0,39
78,166,0,40
79,168,15000,40
76,181,16000,40
79,201,0,40
76,168,0,40
78,168,0,40
79,165,0,40
79,166,15000,40
76,181,0,40
80,166,0,40
79,168,0,40
84,173,0,40
78,163,0,40
97,168,0,40
82,167,16000,40
84,171,15000,41
85,166,0,40
88,166,0,40
84,168,16000,41
80,168,0,40
83,203,0,40
89,169,0,40
82,165,0,40
81,168,0,41
88,167,0,40
83,166,31000,40
84,167,0,41
111,166,0,40
89,166,0,41
89,168,0,41
85,166,16000,40
82,166,0,41
344,169,15000,41
79,167,16000,41
79,164,0,41
79,167,15000,41
79,171,16000,41
82,202,0,41
79,172,0,41
81,169,0,41
78,168,0,41
79,169,0,41
76,169,16000,41
78,163,15000,41
80,170,0,41
79,168,0,41
124,164,16000,41
78,168,0,41
78,169,0,34
81,167,0,34
