Res_Time
118
75
73
76
88
27
26
26
27
26
26
26
29
29
31
29
27
25
26
25
25
26
29
31
27
28
24
25
26
26
24
26
26
25
25
25
26
26
25
24
25
41
25
25
33
26
27
28
25
26
29
29
28
24
25
25
25
24
24
29
30
28
25
28
27
27
26
25
25
25
25
25
27
30
27
26
26
27
26
53
25
25
44
31
40
25
25
25
25
25
24
25
24
28
25
24
26
25
24
25
25
24
25
25
24
27
24
26
25
26
26
30
28
28
25
25
32
35
31
30
32
31
34
32
27
25
25
24
26
25
24
25
29
26
27
27
27
24
26
27
27
38
31
30
29
27
26
24
26
27
26
25
25
26
28
28
29
25
26
24
25
25
31
34
25
36
25
24
26
29
28
25
27
26
25
26
26
24
25
25
26
27
28
25
26
25
25
24
25
25
25
27
28
24
25
26
24
24
25
24
24
25
26
27
26
35
26
25
32
27
28
24
26
25
25
24
24
27
25
25
24
25
25
27
27
25
25
27
25
26
25
24
33
24
28
25
25
24
24
28
26
25
24
24
25
24
42
31
25
34
39
35
46
52
78
37
52
76
35
39
29
37
32
34
29
37
28
44
29
33
26
25
34
40
27
25
24
27
24
27
24
24
25
24
25
24
25
24
25
25
27
26
24
25
25
25
29
30
29
28
