gql_ram_usage, gql_cpu_usage
37,0
37,16000
37,0
37,15000
38,0
37,16000
37,0
38,15000
38,16000
38,31000
38,16000
38,15000
38,0
38,16000
38,31000
38,0
38,0
38,15000
38,16000
38,0
38,0
38,16000
38,0
38,15000
38,16000
39,0
39,0
39,0
39,0
39,16000
39,0
39,0
39,0
39,31000
39,15000
39,16000
39,31000
39,0
39,32000
39,31000
39,31000
40,0
40,0
40,16000
40,0
40,0
40,0
40,0
40,0
40,16000
40,16000
40,15000
40,0
40,16000
40,0
40,0
40,0
40,0
40,15000
41,16000
41,16000
40,15000
35,0
35,0
35,0
35,16000
35,0
35,0
35,0
35,0
35,0
35,0
35,15000
35,16000
35,16000
35,16000
35,0
35,0
35,0
35,15000
35,16000
35,0
35,31000
35,0
35,0
35,15000
36,16000
35,15000
35,0
35,16000
35,0
36,16000
36,15000
36,16000
36,0
36,0
36,31000
36,0
36,0
36,0
36,15000
37,0
37,0
37,16000
37,15000
37,16000
37,16000
37,16000
37,16000
37,15000
37,16000
37,0
37,0
37,16000
37,0
37,31000
38,31000
38,16000
38,31000
38,16000
38,16000
38,0
38,0
38,31000
38,0
38,0
38,16000
38,0
38,31000
38,0
38,0
38,0
38,16000
38,15000
38,16000
38,0
39,0
39,0
39,31000
39,0
39,0
39,16000
39,0
40,0
39,15000
40,0
40,0
40,16000
40,15000
40,16000
40,0
39,0
39,31000
39,0
40,0
40,0
40,0
40,16000
40,0
40,16000
40,0
40,15000
40,0
40,0
40,0
40,16000
40,16000
40,0
40,0
34,63000
34,15000
34,0
34,0
35,31000
35,0
35,0
35,32000
35,15000
35,31000
35,16000
35,15000
35,0
35,16000
35,0
35,0
35,0
35,0
35,16000
35,15000
35,0
36,31000
36,0
36,0
36,16000
36,0
36,15000
36,31000
36,0
36,16000
36,15000
36,16000
36,16000
36,0
36,0
36,0
36,0
37,16000
37,31000
37,31000
37,16000
37,15000
37,16000
37,0
37,0
37,0
37,15000
37,0
37,16000
37,0
38,0
38,0
38,0
38,32000
38,15000
38,0
38,15000
38,16000
38,0
38,16000
38,0
38,16000
38,16000
38,15000
38,16000
38,31000
39,16000
39,15000
39,16000
39,16000
39,15000
39,16000
39,15000
39,0
39,32000
39,0
39,0
39,16000
39,0
39,0
39,0
39,15000
39,16000
39,0
39,0
39,0
39,0
39,15000
39,0
40,0
40,16000
40,16000
40,15000
40,16000
40,0
40,47000
40,15000
40,0
40,0
40,0
40,0
41,0
41,0
41,16000
41,0
41,0
41,0
41,31000
41,16000
41,0
41,15000
41,0
35,0
35,0
35,0
35,16000
35,0
35,16000
35,0
35,0
35,15000
35,0
35,16000
35,0
35,0
35,16000
35,0
35,0
35,0
35,16000
35,0
35,15000
35,31000
36,0
35,0
36,16000
36,0
36,15000
36,0
36,0
36,16000
36,31000
36,16000
37,0
37,0
37,0
37,31000
37,16000
37,16000
37,15000
37,47000
37,16000
37,0
37,0
37,16000
37,15000
37,0
37,0
38,0
38,0
38,0
38,0
38,0
38,15000
38,0
38,16000
38,16000
38,0
38,0
38,0
38,31000
38,0
38,0
38,0
38,16000
38,0
39,0
39,0
38,0
38,0
39,16000
39,15000
39,0
39,0
39,16000
38,0
38,15000
39,16000
39,16000
39,0
39,0
39,15000
39,0
39,0
40,16000
40,0
39,0
39,0
39,16000
39,31000
39,16000
39,15000
40,0
40,31000
40,0
40,0
40,16000
40,15000
40,0
40,0
40,0
40,0
40,16000
40,0
40,0
40,0
40,0
40,15000
40,0
40,0
41,0
41,32000
41,16000
41,0
35,109000
35,16000
35,15000
35,0
35,0
35,16000
35,0
35,15000
35,16000
35,31000
35,0
35,32000
35,15000
35,16000
35,0
35,0
35,0
36,0
36,0
36,15000
36,0
36,0
36,0
36,16000
36,0
36,0
36,0
36,0
36,15000
37,16000
37,16000
37,0
37,15000
37,0
37,0
37,15000
37,0
37,0
37,15000
37,0
37,16000
38,16000
38,15000
37,16000
37,0
37,0
37,0
37,0
37,0
37,15000
38,0
37,16000
38,0
38,16000
38,15000
38,16000
38,0
38,0
38,0
39,15000
39,0
39,16000
39,15000
39,0
39,0
39,0
39,0
39,0
39,0
39,0
39,0
39,0
39,31000
39,0
39,0
39,0
39,0
39,0
39,0
40,0
40,0
40,0
40,0
40,0
40,15000
40,31000
40,0
40,0
40,0
40,0
40,47000
41,0
40,0
41,0
41,0
41,15000
41,0
40,15000
40,0
40,16000
41,0
41,15000
41,16000
41,0
41,0
41,0
41,0
41,0
41,0
41,15000
35,31000
35,15000
35,32000
35,16000
35,0
35,0
35,0
35,15000
35,16000
35,0
35,0
35,31000
35,0
35,0
35,16000
35,15000
36,16000
36,16000
36,16000
36,15000
36,0
36,0
36,0
36,16000
36,0
36,15000
36,0
36,0
36,47000
36,0
36,15000
36,16000
36,0
37,15000
37,0
37,16000
37,31000
37,0
37,16000
37,16000
37,0
37,0
37,31000
37,0
37,31000
37,0
37,15000
37,16000
37,16000
37,15000
38,0
38,0
38,16000
38,15000
38,0
38,0
38,0
38,0
38,0
38,0
39,0
39,16000
39,15000
39,16000
39,0
39,15000
39,0
39,0
39,0
39,0
39,0
39,0
39,16000
39,0
40,16000
39,0
39,0
39,0
39,0
39,0
40,16000
40,15000
40,16000
40,0
40,0
40,0
40,15000
40,0
40,0
40,0
40,0
40,0
40,0
40,16000
40,0
40,0
40,0
40,32000
40,0
40,15000
40,16000
40,0
40,0
40,0
41,0
41,0
41,0
41,0
41,0
41,0
41,15000
34,79000
35,0
35,15000
35,0
35,0
35,16000
35,0
35,0
35,16000
35,0
35,0
35,15000
35,0
36,31000
36,16000
36,16000
36,0
36,15000
36,0
36,0
36,0
36,16000
36,0
36,0
37,15000
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,31000
37,16000
37,15000
37,16000
37,0
38,16000
37,0
37,0
37,16000
37,15000
37,16000
37,0
37,15000
37,16000
37,16000
37,0
38,0
38,16000
38,16000
38,0
38,0
38,0
38,47000
38,15000
38,0
38,0
38,0
38,0
38,15000
38,0
38,0
38,16000
38,16000
39,0
38,0
39,0
39,16000
39,0
39,62000
39,16000
39,0
39,16000
39,15000
39,16000
39,0
39,0
39,15000
39,16000
39,0
39,0
40,0
40,16000
40,0
40,16000
40,0
40,0
40,0
40,31000
41,0
41,0
41,0
41,0
41,0
41,0
41,16000
41,0
41,0
41,0
41,0
41,0
41,31000
41,16000
41,0
41,16000
41,0
41,0
41,0
41,0
41,0
41,16000
35,93000
35,0
35,0
35,0
35,0
35,0
35,0
35,0
